STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/23/2024,0,88,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/24/2024,0.15,88,67
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/25/2024,0.26,84,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/26/2024,0,90,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/27/2024,0.48,84,64
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/28/2024,0,86,63
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/29/2024,0,85,60
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/30/2024,0,82,56
USW00013873,"ATHENS BEN EPPS AIRPORT, GA US",5/31/2024,0,82,57
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/1/2024,0.13,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/2/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/3/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/4/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/5/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/6/2024,0.23,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/7/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/8/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/9/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/10/2024,0.95,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/11/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/12/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/13/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/14/2024,0.1,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/15/2024,0.01,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/16/2024,0.03,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/17/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/18/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/19/2024,1.2,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/20/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/21/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/22/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/23/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/24/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/25/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/26/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/27/2024,0.24,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/28/2024,0.93,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/29/2024,0,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",5/30/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/1/2024,0.12,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/2/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/3/2024,0.01,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/4/2024,0.02,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/5/2024,0.63,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/6/2024,0.43,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/7/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/8/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/9/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/10/2024,0.67,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/11/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/12/2024,0.02,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/13/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/14/2024,0.04,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/15/2024,0.03,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/16/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/17/2024,0.01,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/18/2024,0.01,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/19/2024,0.13,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/20/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/21/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/22/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/23/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/24/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/25/2024,0.19,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/26/2024,0.2,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/27/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/28/2024,1.24,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/29/2024,0,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",5/30/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/1/2024,0.32,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/2/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/3/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/4/2024,0.02,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/5/2024,0.12,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/6/2024,0.04,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/7/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/8/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/9/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/10/2024,0.53,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/11/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/12/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/13/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/14/2024,0.08,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/18/2024,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/19/2024,0.2,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/20/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/21/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/22/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/23/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/24/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/25/2024,0.12,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/26/2024,0.25,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/27/2024,0.01,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/28/2024,0.84,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/29/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/30/2024,0,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",5/31/2024,0,,
